userid,key,condition,agent1,agent2,correct,worseAgent,betterAgent,compType
53f29622,correct,first,400,200,0,200,400,1
53f29622,correct,max,200,2000,1,200,2000,3
53f29622,correct,max,2000,400,0,400,2000,2
53f29622,correct,random,400,200,1,200,400,1
58d296ab,correct,random,400,2000,0,400,2000,2
53f29622,correct,first,400,2000,1,400,2000,2
c4a2972c,correct,max,200,400,0,200,400,1
58d296ab,correct,random,200,2000,0,200,2000,3
53f29622,correct,random,400,2000,0,400,2000,2
50b29693,correct,first,200,2000,0,200,2000,3
c4a2972c,correct,random,2000,200,1,200,2000,3
58d296ab,correct,max,200,400,1,200,400,1
53f29622,correct,max,400,200,0,200,400,1
c4a2972c,correct,random,2000,400,0,400,2000,2
50b29693,correct,first,400,2000,0,400,2000,2
b1b2976a,correct,random,400,200,1,200,400,1
53f29622,correct,random,200,2000,0,200,2000,3
c4a2972c,correct,random,200,400,0,200,400,1
58d296ab,correct,first,2000,400,0,400,2000,2
b1b2976a,correct,random,2000,200,1,200,2000,3
53f29622,correct,first,200,2000,0,200,2000,3
50b29693,correct,max,2000,200,1,200,2000,3
c4a2972c,correct,first,200,2000,0,200,2000,3
58d296ab,correct,first,200,400,0,200,400,1
b1b2976a,correct,first,2000,400,0,400,2000,2
c4a2972c,correct,max,2000,400,1,400,2000,2
50b29693,correct,first,400,200,0,200,400,1
b1b2976a,correct,first,2000,200,0,200,2000,3
c4a2972c,correct,first,200,400,1,200,400,1
58d296ab,correct,first,200,2000,0,200,2000,3
50b29693,correct,max,400,200,0,200,400,1
b1b2976a,correct,max,2000,400,1,400,2000,2
c4a2972c,correct,first,2000,400,0,400,2000,2
50b29693,correct,random,400,2000,1,400,2000,2
b1b2976a,correct,random,400,2000,1,400,2000,2
58d296ab,correct,max,2000,400,1,400,2000,2
c4a2972c,correct,max,2000,200,0,200,2000,3
50b29693,correct,random,2000,200,1,200,2000,3
b1b2976a,correct,max,200,400,1,200,400,1
b1b2976a,correct,first,400,200,0,200,400,1
50b29693,correct,random,200,400,0,200,400,1
b1b2976a,correct,max,2000,200,1,200,2000,3
58d296ab,correct,random,400,200,0,200,400,1
49a298f1,correct,max,2000,200,0,200,2000,3
50b29693,correct,max,2000,400,0,400,2000,2
58d296ab,correct,max,2000,200,1,200,2000,3
abf299f0,correct,random,400,2000,0,400,2000,2
abf299f0,correct,random,2000,200,0,200,2000,3
49a298f1,correct,first,200,400,0,200,400,1
abf299f0,correct,random,200,400,0,200,400,1
b5b29b74,correct,random,2000,400,1,400,2000,2
49a298f1,correct,max,400,2000,1,400,2000,2
1db29b40,correct,max,200,400,0,200,400,1
abf299f0,correct,first,200,400,0,200,400,1
9be29b07,correct,random,2000,200,1,200,2000,3
b5b29b74,correct,first,200,2000,1,200,2000,3
1db29b40,correct,random,400,2000,1,400,2000,2
abf299f0,correct,first,2000,200,0,200,2000,3
49a298f1,correct,first,400,2000,1,400,2000,2
b5b29b74,correct,max,2000,400,1,400,2000,2
1db29b40,correct,first,400,200,0,200,400,1
dbc29b73,correct,random,400,200,1,200,400,1
9be29b07,correct,max,400,200,0,200,400,1
b5b29b74,correct,max,200,2000,1,200,2000,3
abf299f0,correct,max,400,2000,1,400,2000,2
1db29b40,correct,random,200,2000,1,200,2000,3
dbc29b73,correct,random,200,2000,1,200,2000,3
49a298f1,correct,random,400,200,1,200,400,1
1db29b40,correct,first,200,2000,0,200,2000,3
b5b29b74,correct,max,200,400,1,200,400,1
9be29b07,correct,random,400,200,0,200,400,1
abf299f0,correct,max,400,200,1,200,400,1
1db29b40,correct,max,2000,400,1,400,2000,2
dbc29b73,correct,first,400,200,0,200,400,1
1db29b40,correct,max,2000,200,1,200,2000,3
49a298f1,correct,random,2000,400,1,400,2000,2
abf299f0,correct,first,2000,400,0,400,2000,2
9be29b07,correct,first,400,200,0,200,400,1
b5b29b74,correct,random,2000,200,1,200,2000,3
1db29b40,correct,random,400,200,0,200,400,1
dbc29b73,correct,random,2000,400,1,400,2000,2
9be29b07,correct,first,200,2000,0,200,2000,3
abf299f0,correct,max,2000,200,1,200,2000,3
1db29b40,correct,first,2000,400,0,400,2000,2
b5b29b74,correct,random,200,400,0,200,400,1
9be29b07,correct,max,200,2000,1,200,2000,3
dbc29b73,correct,first,2000,400,1,400,2000,2
49a298f1,correct,max,200,400,1,200,400,1
b5b29b74,correct,first,200,400,1,200,400,1
e7c29d29,correct,random,2000,200,0,200,2000,3
9be29b07,correct,first,400,2000,0,400,2000,2
bab29c29,correct,max,2000,200,1,200,2000,3
dbc29b73,correct,max,200,2000,1,200,2000,3
e7c29d29,correct,max,200,400,1,200,400,1
b5b29b74,correct,first,400,2000,1,400,2000,2
49a298f1,correct,random,2000,200,0,200,2000,3
9be29b07,correct,random,2000,400,0,400,2000,2
e7c29d29,correct,random,2000,400,0,400,2000,2
bab29c29,correct,first,400,200,0,200,400,1
9be29b07,correct,max,400,2000,1,400,2000,2
e7c29d29,correct,first,2000,400,0,400,2000,2
dbc29b73,correct,max,400,2000,0,400,2000,2
e7c29d29,correct,first,400,200,0,200,400,1
49a298f1,correct,first,200,2000,1,200,2000,3
bab29c29,correct,random,200,2000,1,200,2000,3
e7c29d29,correct,max,200,2000,1,200,2000,3
dbc29b73,correct,max,200,400,1,200,400,1
e7c29d29,correct,random,200,400,0,200,400,1
e7c29d29,correct,first,2000,200,0,200,2000,3
84c29e7c,correct,random,2000,400,1,400,2000,2
e7c29d29,correct,max,2000,400,1,400,2000,2
dbc29b73,correct,first,200,2000,0,200,2000,3
bab29c29,correct,first,400,2000,0,400,2000,2
84c29e7c,correct,first,400,200,0,200,400,1
84c29e7c,correct,max,2000,200,1,200,2000,3
bab29c29,correct,max,2000,400,0,400,2000,2
84c29e7c,correct,random,400,200,1,200,400,1
bab29c29,correct,random,400,2000,1,400,2000,2
84c29e7c,correct,max,400,2000,1,400,2000,2
84c29e7c,correct,max,400,200,1,200,400,1
bab29c29,correct,first,2000,200,0,200,2000,3
c2a29e7e,correct,random,200,2000,1,200,2000,3
9ef29fbb,correct,first,200,400,0,200,400,1
84c29e7c,correct,first,2000,200,0,200,2000,3
bab29c29,correct,random,200,400,1,200,400,1
84c29e7c,correct,first,2000,400,1,400,2000,2
c2a29e7e,correct,max,400,200,1,200,400,1
9ef29fbb,correct,random,400,2000,1,400,2000,2
84c29e7c,correct,random,2000,200,1,200,2000,3
bab29c29,correct,max,400,200,1,200,400,1
c2a29e7e,correct,random,400,200,0,200,400,1
6de29ff1,correct,random,400,2000,0,400,2000,2
9ef29fbb,correct,max,200,2000,1,200,2000,3
73d2a080,correct,first,2000,400,0,400,2000,2
6de29ff1,correct,first,400,2000,0,400,2000,2
73d2a080,correct,max,200,2000,1,200,2000,3
c2a29e7e,correct,first,2000,400,1,400,2000,2
9ef29fbb,correct,first,2000,400,0,400,2000,2
73d2a080,correct,random,2000,400,0,400,2000,2
6de29ff1,correct,max,200,2000,1,200,2000,3
c2a29e7e,correct,first,200,400,0,200,400,1
9ef29fbb,correct,max,400,200,1,200,400,1
73d2a080,correct,max,400,200,1,200,400,1
6de29ff1,correct,first,200,400,0,200,400,1
73d2a080,correct,max,2000,400,0,400,2000,2
9ef29fbb,correct,first,200,2000,0,200,2000,3
c2a29e7e,correct,random,2000,400,1,400,2000,2
9ef29fbb,correct,random,200,2000,1,200,2000,3
73d2a080,correct,first,200,400,0,200,400,1
c2a29e7e,correct,first,2000,200,0,200,2000,3
73d2a080,correct,random,400,200,1,200,400,1
c2a29e7e,correct,max,2000,400,1,400,2000,2
73d2a080,correct,first,2000,200,0,200,2000,3
9ef29fbb,correct,random,400,200,0,200,400,1
c2a29e7e,correct,max,2000,200,1,200,2000,3
6de29ff1,correct,first,2000,200,0,200,2000,3
73d2a080,correct,random,200,2000,1,200,2000,3
9ef29fbb,correct,max,2000,400,1,400,2000,2
6de29ff1,correct,max,400,200,0,200,400,1
6de29ff1,correct,random,400,200,0,200,400,1
6de29ff1,correct,max,400,2000,1,400,2000,2
6de29ff1,correct,random,200,2000,0,200,2000,3
1ec2a554,correct,max,2000,200,1,200,2000,3
1ec2a554,correct,max,200,400,1,200,400,1
1ec2a554,correct,first,200,400,0,200,400,1
1ec2a554,correct,first,400,2000,1,400,2000,2
1ec2a554,correct,random,200,400,0,200,400,1
1ec2a554,correct,random,400,2000,1,400,2000,2
1ec2a554,correct,max,400,2000,1,400,2000,2
1ec2a554,correct,random,200,2000,1,200,2000,3
1ec2a554,correct,first,200,2000,0,200,2000,3
ebb29e26,correct,max,200,400,1,200,400,1
ebb29e26,correct,random,400,200,1,200,400,1
ebb29e26,correct,max,400,2000,1,400,2000,2
ebb29e26,correct,random,400,2000,1,400,2000,2
ebb29e26,correct,first,2000,400,1,400,2000,2
ebb29e26,correct,max,200,2000,1,200,2000,3
ebb29e26,correct,random,2000,200,1,200,2000,3
ebb29e26,correct,first,200,2000,0,200,2000,3
ebb29e26,correct,first,400,200,1,200,400,1
d7e960ad,correct,max,200,2000,1,200,2000,3
d7e960ad,correct,random,200,400,1,200,400,1
2fd961e4,correct,max,200,2000,1,200,2000,3
d7e960ad,correct,max,200,400,0,200,400,1
2fd961e4,correct,first,400,2000,0,400,2000,2
d7e960ad,correct,first,200,400,0,200,400,1
2fd961e4,correct,first,200,2000,0,200,2000,3
d7e960ad,correct,max,400,2000,1,400,2000,2
2fd961e4,correct,random,200,400,1,200,400,1
2fd961e4,correct,random,200,2000,1,200,2000,3
2fd961e4,correct,first,200,400,0,200,400,1
d7e960ad,correct,random,400,2000,0,400,2000,2
2fd961e4,correct,max,200,400,1,200,400,1
77b96386,correct,max,400,2000,1,400,2000,2
47f962d0,correct,random,200,2000,1,200,2000,3
2fd961e4,correct,random,400,2000,0,400,2000,2
d7e960ad,correct,first,200,2000,0,200,2000,3
2fd961e4,correct,max,400,2000,1,400,2000,2
77b96386,correct,max,200,400,1,200,400,1
d7e960ad,correct,random,200,2000,0,200,2000,3
47f962d0,correct,first,200,2000,0,200,2000,3
77b96386,correct,first,200,400,0,200,400,1
47f962d0,correct,first,200,400,1,200,400,1
d7e960ad,correct,first,400,2000,0,400,2000,2
77b96386,correct,random,200,2000,1,200,2000,3
77b96386,correct,random,400,2000,0,400,2000,2
47f962d0,correct,random,400,2000,0,400,2000,2
77b96386,correct,max,200,2000,1,200,2000,3
47f962d0,correct,max,400,2000,0,400,2000,2
77b96386,correct,first,400,2000,0,400,2000,2
1cd9645b,correct,random,200,400,1,200,400,1
47f962d0,correct,max,200,2000,0,200,2000,3
77b96386,correct,first,200,2000,0,200,2000,3
77b96386,correct,random,200,400,0,200,400,1
47f962d0,correct,first,400,2000,0,400,2000,2
47f962d0,correct,max,200,400,0,200,400,1
1cd9645b,correct,max,400,2000,1,400,2000,2
47f962d0,correct,random,200,400,1,200,400,1
7ab96623,correct,first,200,2000,0,200,2000,3
1cd9645b,correct,max,200,400,1,200,400,1
98f9670b,correct,random,200,2000,1,200,2000,3
7ab96623,correct,random,200,400,1,200,400,1
98f9670b,correct,max,200,400,1,200,400,1
1cd9645b,correct,random,200,2000,1,200,2000,3
7ab96623,correct,first,400,2000,0,400,2000,2
7ab96623,correct,max,200,2000,1,200,2000,3
98f9670b,correct,first,200,2000,0,200,2000,3
98f9670b,correct,random,200,400,1,200,400,1
7ab96623,correct,max,400,2000,1,400,2000,2
b7a96597,correct,random,400,2000,0,400,2000,2
7ab96623,correct,max,200,400,1,200,400,1
98f9670b,correct,first,400,2000,0,400,2000,2
1cd9645b,correct,first,400,2000,1,400,2000,2
7ab96623,correct,first,200,400,0,200,400,1
98f9670b,correct,max,200,2000,1,200,2000,3
b7a96597,correct,max,200,400,1,200,400,1
7ab96623,correct,random,400,2000,1,400,2000,2
98f9670b,correct,max,400,2000,1,400,2000,2
e5f96958,correct,first,200,400,0,200,400,1
7ab96623,correct,random,200,2000,0,200,2000,3
1cd9645b,correct,random,400,2000,0,400,2000,2
e5f96958,correct,random,200,2000,0,200,2000,3
1bc969c5,correct,random,200,2000,0,200,2000,3
98f9670b,correct,first,200,400,1,200,400,1
e5f96958,correct,first,400,2000,0,400,2000,2
8bc969c1,correct,random,200,400,1,200,400,1
1bc969c5,correct,max,200,400,1,200,400,1
e5f96958,correct,max,400,2000,1,400,2000,2
1cd9645b,correct,first,200,2000,0,200,2000,3
e5f96958,correct,random,400,2000,0,400,2000,2
17a96a1b,correct,max,200,400,1,200,400,1
98f9670b,correct,random,400,2000,0,400,2000,2
8bc969c1,correct,random,400,2000,0,400,2000,2
b7a96597,correct,first,200,400,0,200,400,1
e5f96958,correct,max,200,2000,1,200,2000,3
17a96a1b,correct,random,200,2000,1,200,2000,3
e5f96958,correct,random,200,400,1,200,400,1
8bc969c1,correct,max,200,2000,1,200,2000,3
17a96a1b,correct,max,400,2000,1,400,2000,2
1cd9645b,correct,first,200,400,0,200,400,1
b7a96597,correct,max,400,2000,1,400,2000,2
e5f96958,correct,max,200,400,0,200,400,1
8bc969c1,correct,max,200,400,1,200,400,1
e5f96958,correct,first,200,2000,0,200,2000,3
1bc969c5,correct,first,200,2000,0,200,2000,3
17a96a1b,correct,random,200,400,1,200,400,1
8bc969c1,correct,max,400,2000,1,400,2000,2
1bc969c5,correct,first,200,400,1,200,400,1
17a96a1b,correct,random,400,2000,1,400,2000,2
1bc969c5,correct,random,400,2000,0,400,2000,2
b7a96597,correct,first,200,2000,0,200,2000,3
8bc969c1,correct,random,200,2000,1,200,2000,3
17a96a1b,correct,first,200,2000,1,200,2000,3
1cd9645b,correct,max,200,2000,1,200,2000,3
17a96a1b,correct,first,400,2000,0,400,2000,2
20e96be4,correct,max,200,400,0,200,400,1
8bc969c1,correct,first,400,2000,0,400,2000,2
20e96be4,correct,first,400,2000,1,400,2000,2
1bc969c5,correct,max,200,2000,0,200,2000,3
20e96be4,correct,max,400,2000,1,400,2000,2
17a96a1b,correct,max,200,2000,1,200,2000,3
b7a96597,correct,max,200,2000,1,200,2000,3
1bc969c5,correct,max,400,2000,0,400,2000,2
20e96be4,correct,random,200,400,1,200,400,1
8bc969c1,correct,first,200,2000,0,200,2000,3
20e96be4,correct,first,200,2000,0,200,2000,3
1bc969c5,correct,random,200,400,1,200,400,1
17a96a1b,correct,first,200,400,1,200,400,1
20e96be4,correct,random,400,2000,1,400,2000,2
1bc969c5,correct,first,400,2000,0,400,2000,2
20e96be4,correct,random,200,2000,1,200,2000,3
8bc969c1,correct,first,200,400,1,200,400,1
20e96be4,correct,first,200,400,1,200,400,1
20e96be4,correct,max,200,2000,1,200,2000,3
b7a96597,correct,first,400,2000,0,400,2000,2
b7a96597,correct,random,200,400,1,200,400,1
b7a96597,correct,random,200,2000,1,200,2000,3
49e96e1f,correct,max,400,2000,1,400,2000,2
49e96e1f,correct,random,200,400,0,200,400,1
49e96e1f,correct,random,200,2000,1,200,2000,3
49e96e1f,correct,first,200,400,1,200,400,1
49e96e1f,correct,max,200,2000,1,200,2000,3
49e96e1f,correct,max,200,400,1,200,400,1
a9e968c1,correct,max,400,2000,0,400,2000,2
49e96e1f,correct,first,200,2000,1,200,2000,3
a9e968c1,correct,max,200,400,1,200,400,1
49e96e1f,correct,first,400,2000,0,400,2000,2
a9e968c1,correct,random,400,2000,0,400,2000,2
49e96e1f,correct,random,400,2000,0,400,2000,2
a9e968c1,correct,random,200,400,1,200,400,1
a9e968c1,correct,first,200,400,0,200,400,1
a9e968c1,correct,random,200,2000,1,200,2000,3
a9e968c1,correct,first,200,2000,0,200,2000,3
a9e968c1,correct,first,400,2000,1,400,2000,2
a9e968c1,correct,max,200,2000,0,200,2000,3
51d94ae2,correct,random,200,400,1,200,400,1
f3a94ab5,correct,first,400,2000,1,400,2000,2
51d94ae2,correct,first,400,2000,1,400,2000,2
f3a94ab5,correct,first,200,400,0,200,400,1
51d94ae2,correct,random,200,2000,1,200,2000,3
f3a94ab5,correct,first,200,2000,0,200,2000,3
51d94ae2,correct,max,200,2000,1,200,2000,3
f3a94ab5,correct,max,200,2000,1,200,2000,3
51d94ae2,correct,first,200,400,1,200,400,1
51d94ae2,correct,first,200,2000,0,200,2000,3
f3a94ab5,correct,random,200,400,1,200,400,1
51d94ae2,correct,max,200,400,1,200,400,1
f3a94ab5,correct,random,200,2000,1,200,2000,3
51d94ae2,correct,random,400,2000,1,400,2000,2
f3a94ab5,correct,max,400,2000,1,400,2000,2
51d94ae2,correct,max,400,2000,1,400,2000,2
f3a94ab5,correct,random,400,2000,1,400,2000,2
f3a94ab5,correct,max,200,400,1,200,400,1
52f94b1f,correct,max,200,2000,0,200,2000,3
52f94b1f,correct,random,400,2000,1,400,2000,2
52f94b1f,correct,random,200,2000,0,200,2000,3
52f94b1f,correct,random,200,400,1,200,400,1
52f94b1f,correct,max,200,400,0,200,400,1
a5f94f40,correct,first,200,2000,0,200,2000,3
52f94b1f,correct,first,400,2000,0,400,2000,2
a5f94f40,correct,first,400,2000,0,400,2000,2
52f94b1f,correct,max,400,2000,0,400,2000,2
a5f94f40,correct,random,200,400,1,200,400,1
52f94b1f,correct,first,200,400,0,200,400,1
a5f94f40,correct,max,200,2000,1,200,2000,3
52f94b1f,correct,first,200,2000,0,200,2000,3
a5f94f40,correct,random,200,2000,1,200,2000,3
a5f94f40,correct,random,400,2000,0,400,2000,2
a5f94f40,correct,first,200,400,0,200,400,1
a5f94f40,correct,max,200,400,1,200,400,1
a5f94f40,correct,max,400,2000,1,400,2000,2
b5c95173,correct,random,200,400,1,200,400,1
b5c95173,correct,max,200,2000,1,200,2000,3
b5c95173,correct,first,400,2000,0,400,2000,2
b5c95173,correct,max,400,2000,1,400,2000,2
b5c95173,correct,random,400,2000,0,400,2000,2
b5c95173,correct,random,200,2000,1,200,2000,3
b5c95173,correct,max,200,400,1,200,400,1
b5c95173,correct,first,200,400,0,200,400,1
b5c95173,correct,first,200,2000,0,200,2000,3
